"ID","INCI","CAS","WE"
"4241","Butyl Acrylate/Hydroxypropyl Dimethicone Acrylate Copolymer","-","-"
"4242","Butyl Acrylate/Isopropylacrylamide/PEG-18 Dimethacrylate Crosspolymer","-","-"
"4243","Butyl Acrylate/Lauryl Methacrylate/Methacryloyloxypropyl Dimethicone Copolymer","-","-"
"4244","Butyl Acrylate/Styrene Copolymer","25767-47-9","-"
"4245","Butyl Angelate","7785-64-0","232-084-1"
"4246","Butyl Anthranilate","7756-96-9","231-816-7"
"4247","Butyl Avocadate","-","-"
"4248","Butyl Babassuate","-","-"
"4249","Butyl Benzoate","136-60-7","205-252-7"
"4250","Butyl Benzoic Acid/Phthalic Anhydride/Trimethylolethane Copolymer","68814-19-7","-"
"4251","Butyl Benzyl Phthalate","85-68-7","201-622-7"
"4252","Butyl Butyrate","109-21-7","203-656-8"
"4253","Butyl Butyrolactate","7492-70-8","231-326-3"
"4254","Butyl Cinnamaldehyde","7492-44-6","231-320-0"
"4255","Butyl Cinnamate","538-65-8","208-699-6"
"4256","Butyl Diethanolamine","102-79-4","203-055-0"
"4257","Butyl Dimethicone Acrylate/Cyclohexylmethacrylate/Ethylhexyl Acrylate Copolymer","-","-"
"4258","Butyl Ester Of Ethylene/MA Copolymer","68954-39-2","-"
"4259","Butyl Ester Of PVM/MA Copolymer","25119-68-0","-"
"4260","Butyl Ethyl Ketone","106-35-4","203-388-1"
"4261","Butyl Ethyl Propanediol","115-84-4","204-111-7"
"4262","Butyl Ethylpropanediyl Ethylhexanoate","-","-"
"4263","Butyl Formate","592-84-7","209-772-5"
"4264","Butyl Glucoside","5391-18-4 / 41444-57-9","226-387-8 / -"
"4265","Butyl Glycolate","7397-62-8","230-991-7"
"4266","Butyl Hexanoate","626-82-4","210-964-6"
"4267","Butyl Hydroxybutyrate","53605-94-0","258-658-1 (I)"
"4268","Butyl Hydroxycyclohexane Carboxylate","1384257-92-4","-"
"4269","Butyl Isobutyrate","97-87-0","202-614-6"
"4270","Butyl Isohexanoate","6297-41-2","228-569-2"
"4271","Butyl Isostearate","94109-07-6","302-444-3"
"4272","Butyl Isovalerate","109-19-3","203-654-7"
"4273","Butyl Lactate","138-22-7","205-316-4"
"4274","Butyl Laevulinate","2052-15-5","218-143-4"
"4275","Butyl Maleate","925-21-3","213-116-3"
"4276","Butyl Methacrylate","97-88-1","202-615-1"
"4277","Butyl Methacrylate/Acryloyloxy PG Methacrylate Copolymer","1431551-12-0","-"
"4278","Butyl Methacrylate/DMAPA Acrylates/Vinylacetamide Crosspolymer","-","-"
"4279","Butyl Methoxydibenzoylmethane","70356-09-1","274-581-6"
"4280","Butyl Myristate","110-36-1","203-759-8"
"4281","Butyl Octanoate","589-75-3","209-659-0"
"4282","Butyl Oleate","142-77-8","205-559-6"
"4283","Butyl PABA","94-25-7","202-317-1"
"4284","Butyl Palmitate","111-06-8","-"
"4285","Butyl Phenethyl Ether","5331-14-6","226-226-1"
"4286","Butyl Phenylacetate","122-43-0","204-543-6"
"4287","Butyl Phthalyl Butyl Glycolate","85-70-1","201-624-8"
"4288","Butyl Polydimethylsiloxy Ethoxypropyl Phosphate","-","-"
"4289","Butyl Polydimethylsiloxyl Ethylene/Propylene/Vinylnorbornene Copolymer","-","-"
"4290","Butyl Propionate","590-01-2","209-669-5"
"4291","Butyl Resorcinol Bis-Succinoylphytosphingosine","-","-"
"4292","Butyl Salicylate","2052-14-4","218-142-9"
"4293","Butyl Stearate","123-95-5","204-666-5"
"4294","Butyl Thioglycolate","10047-28-6","233-156-5"
"4295","Butyl Tiglate","7785-66-2","232-086-2"
"4296","Butyl Undecenoate","109-42-2","203-670-4"
"4297","Butylaminoethyl Methacrylate Crosspolymer","-","-"
"4298","Butylated Polyoxymethylene Urea","68002-19-7","-"
"4299","Butylated PVP","26160-96-3","-"
"4300","Butylated Xylenol","1879-09-0","217-533-1"
"4301","Butylcarbamoethyl Methacrylate","-","-"
"4302","Butyldihydrodimethylpyran","24237-00-1","246-098-0"
"4303","Butyldimethicone Methacrylate/Methyl Methacrylate Crosspolymer","-","-"
"4304","Butyldimethiconyl Propoxyethylcarbamoylpropyl Silsesquioxane","1350450-58-6","-"
"4305","Butyldimoniumhydroxypropyl Butylglucosides Chloride","-","-"
"4306","Butyldimoniumhydroxypropyl Laurylglucosides Chloride","-","-"
"4307","Butylene Carbonate","4437-85-8","-"
"4308","Butylene Glycol","107-88-0 (i) / 6290-03-5 (ii)","203-529-7 (i) / 228-532-0 (ii)"
"4309","Butylene Glycol Behenate","-","-"
"4310","Butylene Glycol Cocoate","-","-"
"4311","Butylene Glycol Dicaprylate/Dicaprate","-","-"
"4312","Butylene Glycol Diisononanoate","-","-"
"4313","Butylene Glycol Isostearate","-","-"
"4314","Butylene Glycol Isostearates","-","-"
"4315","Butylene Glycol Laurate","-","-"
"4316","Butylene Glycol Montanate","93763-20-3","297-837-9"
"4317","Butylene Glycol Myristate","-","-"
"4318","Butylene Glycol Oleate","107425-65-0","-"
"4319","Butylene Glycol Palmitate","5384-26-9","-"
"4320","Butylene Glycol Propionate","91171-54-9","-"
"4321","Butylene Glycol Sesquiisostearate","-","-"
"4322","Butylene Glycol Stearate","-","-"
"4323","Butylene/Ethylene Copolymer","9019-29-8","-"
"4324","Butylene/Ethylene/Propylene Copolymer","-","-"
"4325","Butylene/Ethylene/Styrene Copolymer","-","-"
"4326","Butylethanolamine","111-75-1","203-904-5"
"4327","Butylethylpropanediol Dimer Dilinoleate","-","-"
"4328","Butylglucoside Caprate","134932-39-1","-"
"4329","Butylglucosides Hydroxypropyltrimonium Chloride","-","-"
"4330","Butylglycerin","-","-"
"4331","Butylidenephthalide","551-08-6","208-991-3"
"4332","Butyloctanamide MEA","-","-"
"4333","Butyloctanoic Acid","27610-92-0","248-570-1"
"4334","Butyloctanol","3913-02-8","223-470-0"
"4335","Butyloctyl Beeswax","151661-98-2","-"
"4336","Butyloctyl Behenate","-","-"
"4337","Butyloctyl Benzoate","188038-97-3","-"
"4338","Butyloctyl Candelillate","226994-03-2","-"
"4339","Butyloctyl Cetearate","101227-08-1","309-831-6"
"4340","Butyloctyl Oleate","134112-37-1","-"
"4341","Butyloctyl Palmitate","-","-"
"4342","Butyloctyl Salicylate","190085-41-7","-"
"4343","Butyloxepanone","5579-78-2","226-963-9"
"4344","Butylparaben","94-26-8","202-318-7"
"4345","Butylphenyl Methylpropional","80-54-6","201-289-8"
"4346","Butylphthalide","6066-49-5","228-000-8"
"4347","Butylphthalimide","1515-72-6","216-157-5"
"4348","Butylquinoline","53452-65-6","258-564-0"
"4349","Butyraldehyde","123-72-8","204-646-6"
"4350","Butyric Acid","107-92-6","203-532-3"
"4351","Butyris Lac Powder","-","-"
"4352","Butyrolactone","96-48-0","202-509-5"
"4353","Butyrolactonethiol","14032-62-3","-"
"4354","Butyrophenone","495-40-9","207-799-7"
"4355","Butyrospermum Parkii Butter","194043-92-0 / 91080-23-8","293-515-7"
"4356","Butyrospermum Parkii Butter Extract","91080-23-8","293-515-7"
"4357","Butyrospermum Parkii Butter Unsaponifiables","225234-14-0","-"
"4358","Butyrospermum Parkii Leaf Extract","-","-"
"4359","Butyrospermum Parkii Nut Extract","91080-23-8","293-515-7"
"4360","Butyrospermum Parkii Nut Shell Powder","91080-23-8","293-515-7"
"4361","Butyrospermum Parkii Oil","91080-23-8","293-515-7"
"4362","Butyrospermum Parkii Seedcake Extract","91080-23-8","293-515-7"
"4363","Butyroyl Glutathione","690633-16-0","-"
"4364","Butyroyl Pentapeptide-24","-","-"
"4365","Butyroyl Phenylalaninamide","120205-94-9","-"
"4366","Butyroyl sh-Pentapeptide-12 SP","-","-"
"4367","Butyroyl Trihexyl Citrate","82469-79-2","-"
"4368","Butyrum","8029-34-3","-"
"4369","Buxus Sempervirens Leaf Extract","84012-17-9","281-663-5"
"4370","Byttneria Andamanensis Bark Extract","-","-"
"4452","C1-18 Alkyl Acrylate","-","-"
"4453","C1-2 Alkyl Succinate","-","-"
"4648","C1-5 Alkyl Galactomannan","-","-"
"4664","C1-8 Alkyl Acrylamide","-","-"
"4665","C1-8 Alkyl Acrylate","-","-"
"4666","C1-8 Alkyl Tetrahydroxycyclohexanoate","-","-"
"4371","C10 Alkyl Acetate","68478-36-4","270-817-7"
"4372","C10-11 Aromatic Hydrocarbons","-","-"
"4373","C10-11 Isoalkane","64742-48-9/90622-57-4","-"
"4374","C10-11 Isoparaffin","64742-48-9/90622-57-4","-/-"
"4375","C10-12 Alkane/Cycloalkane","64742-48-9","265-150-3"
"4376","C10-12 Isoalkane","-","-"
"4377","C10-12 Isoparaffin","-","-"
"4378","C10-13 Alkane","129813-66-7","-"
"4379","C10-13 Isoalkane","64742-48-9/68551-17-7","271-366-9"
"4380","C10-13 Isoparaffin","68551-17-7","271-366-9"
"4381","C10-14 Alkyl Benzenesulfonic Acid","85117-49-3","285-599-9"
"4382","C10-16 Alcohols","-","-"
"4383","C10-16 Alketh-1","-","-"
"4384","C10-16 Alketh-2","68002-97-1 (generic)","-"
"4385","C10-16 Alkyl Glucoside","-","-"
"4386","C10-16 Olefin","64743-02-8 (generic)","265-207-2"
"4387","C10-16 Pareth-1","-","-"
"4388","C10-16 Pareth-2","-","-"
"4389","C10-18 Triglycerides","85665-33-4","288-123-8"
"4390","C10-18 Triglycerides Polyglyceryl-3 Esters Phosphates","-","-"
"4391","C10-30 Alkyl Acrylate","-","-"
"4392","C10-30 Alkyl Methacrylate","-","-"
"4393","C10-30 Alkyl PEG-20 Itaconate","-","-"
"4394","C10-30 Alkyl PEG-25 Methacrylate","-","-"
"4395","C10-30 Cholesterol/Lanosterol Esters","-","-"
"4396","C10-40 Hydroxyalkyl Acid","-","-"
"4397","C10-40 Hydroxyalkyl Acid Cholesterol Esters","-","-"
"4398","C10-40 Isoalkyl Acid","-","-"
"4399","C10-40 Isoalkyl Acid Cholesterol Esters","-","-"
"4400","C10-40 Isoalkyl Acid Glyceride","-","-"
"4401","C10-40 Isoalkyl Acid Octyldodecanol Esters","-","-"
"4402","C10-40 Isoalkyl Acid Phytosterol Esters","-","-"
"4403","C10-40 Isoalkyl Acid Triglyceride","-","-"
"4404","C10-40 Isoalkylamidopropylethyldimonium Ethosulfate","-","-"
"4405","C11-12 Isoalkane","64742-48-9/90622-57-4","-"
"4406","C11-12 Isoparaffin","246538-76-1","-"
"4407","C11-13 Alketh-10","308060-94-8 (generic)","-"
"4408","C11-13 Alketh-6","-","-"
"4409","C11-13 Alketh-9","308060-94-8 (generic)","-"
"4410","C11-13 Isoalkane","64742-48-9/90622-58-5","-/-"
"4411","C11-13 Isoparaffin","246538-78-3","-"
"4412","C11-13 Pareth-10","-","-"
"4413","C11-13 Pareth-6","-","-"
"4414","C11-13 Pareth-9","-","-"
"4415","C11-14 Alkane/Cycloalkane","-","-"
"4416","C11-14 Isoalkane","-","-"
"4417","C11-14 Isoparaffin","-","-"
"4418","C11-15 Alkane/Cycloalkane","-","-"
"4419","C11-15 Alketh-12","-","-"
"4420","C11-15 Alketh-12 Stearate","-","-"
"4421","C11-15 Alketh-15","-","-"
"4422","C11-15 Alketh-20","-","-"
"4423","C11-15 Alketh-3","-","-"
"4424","C11-15 Alketh-3 Oleate","-","-"
"4425","C11-15 Alketh-3 Stearate","-","-"
"4426","C11-15 Alketh-30","-","-"
"4427","C11-15 Alketh-40","-","-"
"4428","C11-15 Alketh-5","-","-"
"4429","C11-15 Alketh-7","-","-"
"4430","C11-15 Alketh-7 Carboxylic Acid","-","-"
"4431","C11-15 Alketh-9","-","-"
"4432","C11-15 Pareth-12","173244-48-9","-"
"4433","C11-15 Pareth-12 Stearate","68891-25-8","-"
"4434","C11-15 Pareth-15","173244-48-9","-"
"4435","C11-15 Pareth-20","173244-48-9","-"
"4436","C11-15 Pareth-3","173244-48-9","-"
"4437","C11-15 Pareth-3 Oleate","246538-04-5","-"
"4438","C11-15 Pareth-3 Stearate","68891-25-8","-"
"4439","C11-15 Pareth-30","173244-48-9","-"
"4440","C11-15 Pareth-40","173244-48-9","-"
"4441","C11-15 Pareth-5","173244-48-9","-"
"4442","C11-15 Pareth-7","173244-48-9","-"
"4443","C11-15 Pareth-7 Carboxylic Acid","246159-57-9","-"
"4444","C11-15 Pareth-9","173244-48-9","-"
"4445","C11-15 Sec-Alketh-12","68131-40-8 (generic)","-"
"4446","C11-15 Sec-Pareth-12","68131-40-8","-"
"4447","C11-15-Isoalkanes","90622-58-5","292-460-6"
"4448","C11-21 Alketh-10","246538-82-9 (generic)","-"
"4449","C11-21 Alketh-3","246538-82-9 (generic)","-"
"4450","C11-21 Pareth-10","246538-82-9","-"
"4451","C11-21 Pareth-3","246538-82-9","-"
"4454","C12-13 Alcohols","75782-86-4","278-306-0"
"4455","C12-13 Alkane/Cycloalkane","-","-"
"4456","C12-13 Alketh-1","66455-14-9 (generic)/160901-19-9 (generic)","-"
"4457","C12-13 Alketh-10","66455-14-9 (generic)/160901-19-9 (generic)","-"
"4458","C12-13 Alketh-10 Phosphate","-","-"
"4459","C12-13 Alketh-12","-","-"
"4460","C12-13 Alketh-12 Carboxylic Acid","-","-"
"4461","C12-13 Alketh-15","66455-14-9 (generic)/160901-19-9 (generic)","-"
"4462","C12-13 Alketh-2","66455-14-9 (generic)/160901-19-9 (generic)","-"
"4463","C12-13 Alketh-2 Phosphate","-","-"
"4464","C12-13 Alketh-23","160901-19-9 (generic)/66455-14-9 (generic)","-"
"4465","C12-13 Alketh-3","66455-14-9 (generic)/160901-19-9 (generic)","-"
"4466","C12-13 Alketh-4","66455-14-9 (generic)/160901-19-9 (generic)","-"
"4467","C12-13 Alketh-5","66455-14-9 (generic)/160901-19-9 (generic)","-"
"4468","C12-13 Alketh-5 Carboxylic Acid","70750-17-3 (generic)","-"
"4469","C12-13 Alketh-6","66455-14-9 (generic)/160901-19-9 (generic)","-"
"4470","C12-13 Alketh-7","66455-14-9 (generic)/160901-19-9 (generic)","-"
"4471","C12-13 Alketh-7 Carboxylic Acid","-","-"
"4472","C12-13 Alketh-8 Carboxylic Acid","-","-"
"4473","C12-13 Alketh-9","66455-14-9 (generic)/160901-19-9 (generic)","-"
"4474","C12-13 Alkyl Ethylhexanoate","-","-"
"4475","C12-13 Alkyl Glyceryl Hydrolyzed Hyaluronate","-","-"
"4476","C12-13 Alkyl Lactate","-","-"
"4477","C12-13 Alkyl Methacrylate","-","-"
"4478","C12-13 Pareth-1","-","-"
"4479","C12-13 Pareth-10","66455-14-9","-"
"4480","C12-13 Pareth-10 Phosphate","68130-45-0","-"
"4481","C12-13 Pareth-12 Carboxylic Acid","70750-17-3","-"
"4482","C12-13 Pareth-15","66455-14-9","-"
"4483","C12-13 Pareth-2","66455-14-9","500-165-3"
"4484","C12-13 Pareth-2 Phosphate","-","-"
"4485","C12-13 Pareth-23","66455-14-9","-"
"4486","C12-13 Pareth-3","66455-14-9","-"
"4487","C12-13 Pareth-4","66455-14-9","-"
"4488","C12-13 Pareth-5","66455-14-9","-"
"4489","C12-13 Pareth-5 Carboxylic Acid","70750-17-3","-"
"4490","C12-13 Pareth-6","66455-14-9","-"
"4491","C12-13 Pareth-7","66455-14-9","-"
"4492","C12-13 Pareth-7 Carboxylic Acid","-","-"
"4493","C12-13 Pareth-8 Carboxylic Acid","70750-17-3","-"
"4494","C12-13 Pareth-9","66455-14-9","-"
"4495","C12-14 Alketh-11","-","-"
"4496","C12-14 Alketh-12","68439-50-9 (generic)","-"
"4497","C12-14 Alketh-3","68439-50-9 (generic)","-"
"4498","C12-14 Alketh-5","68439-50-9 (generic)","-"
"4499","C12-14 Alketh-7","68439-50-9 (generic)","-"
"4500","C12-14 Alketh-9","68439-50-9 (generic)","-"
"4501","C12-14 Alkyl Diaminoethylglycine HCl","-","-"
"4502","C12-14 Hydroxyalkyl Hydroxydimerdilinoleyl Ether","-","-"
"4503","C12-14 Hydroxyalkyl Hydroxyethyl Beta-Alanine","70521-70-9 / 70521-71-0","274-643-2 / 274-644-8"
"4504","C12-14 Hydroxyalkyl Hydroxyethyl Sarcosine","-","-"
"4505","C12-14 Hydroxyalkyl Maltitol Ether","-","-"
"4506","C12-14 Isoalkane","68551-19-9","271-369-5"
"4507","C12-14 Isoparaffin","68551-19-9","271-369-5"
"4508","C12-14 Pareth-11","-","-"
"4509","C12-14 Pareth-12","68439-50-9","500-213-3"
"4510","C12-14 Pareth-3","68439-50-9 (generic)","500-213-3"
"4511","C12-14 Pareth-5","-","-"
"4512","C12-14 Pareth-7","68439-50-9","-"
"4513","C12-14 Pareth-9","-","-"
"4514","C12-14 Sec-Alketh-12","68131-40-8 (generic)/84133-50-6 (generic)","-"
"4515","C12-14 Sec-Alketh-15","84133-50-6 (generic)/68131-40-8 (generic)","-"
"4516","C12-14 Sec-Alketh-20","84133-50-6 (generic)/68131-40-8 (generic)","-"
"4517","C12-14 Sec-Alketh-3","68131-40-8 (generic)/84133-50-6 (generic)","-"
"4518","C12-14 Sec-Alketh-30","84133-50-6 (generic)/68131-40-8 (generic)","-"
"4519","C12-14 Sec-Alketh-40","84133-50-6 (generic)/68131-40-8 (generic)","-"
"4520","C12-14 Sec-Alketh-5","84133-50-6 (generic)/68131-40-8 (generic)","-"
"4521","C12-14 Sec-Alketh-50","84133-50-6 (generic)/68131-40-8 (generic)","-"
"4522","C12-14 Sec-Alketh-7","68131-40-8 (generic) / 84133-50-6 (generic)","-"
"4523","C12-14 Sec-Alketh-8","84133-50-6 (generic)/68131-40-8 (generic)","-"
"4524","C12-14 Sec-Alketh-9","84133-50-6 (generic)/68131-40-8 (generic)","-"
"4525","C12-14 Sec-Pareth-12","-","-"
"4526","C12-14 Sec-Pareth-15","84133-50-6","-"
"4527","C12-14 Sec-Pareth-20","84133-50-6","-"
"4528","C12-14 Sec-Pareth-3","68131-40-8 (generic) / 84133-50-6 (generic)","-"
"4529","C12-14 Sec-Pareth-30","84133-50-6","-"
"4530","C12-14 Sec-Pareth-40","84133-50-6","-"
"4531","C12-14 Sec-Pareth-5","84133-50-6","-"
"4532","C12-14 Sec-Pareth-50","84133-50-6","-"
"4533","C12-14 Sec-Pareth-7","-","-"
"4534","C12-14 Sec-Pareth-8","84133-50-6","-"
"4535","C12-14 Sec-Pareth-9","84133-50-6","-"
"4536","C12-15 Alcohols","63393-82-8","264-118-6"
"4537","C12-15 Alkane/Cycloalkane/Aromatic Hydrocarbons","64742-94-5","265-198-5"
"4538","C12-15 Alketh-10","106232-83-1 (generic)/68131-39-5 (generic)","-"
"4539","C12-15 Alketh-10 Phosphate","-","-"
"4540","C12-15 Alketh-11","106232-83-1 (generic)/68131-39-5 (generic)","-"
"4541","C12-15 Alketh-12","106232-83-1 (generic)/68131-39-5 (generic)","-"
"4542","C12-15 Alketh-12 Carboxylic Acid","-","-"
"4543","C12-15 Alketh-12 Oleate","-","-"
"4544","C12-15 Alketh-2","106232-83-1 (generic)/68131-39-5 (generic)","-"
"4545","C12-15 Alketh-2 Phosphate","-","-"
"4546","C12-15 Alketh-3","106232-83-1 (generic)/68131-39-5 (generic)","-"
"4547","C12-15 Alketh-3 Benzoate","-","-"
"4548","C12-15 Alketh-3 Phosphate","-","-"
"4549","C12-15 Alketh-4","106232-83-1 (generic)/68131-39-5 (generic)","-"
"4550","C12-15 Alketh-5","106232-83-1 (generic)/68131-39-5 (generic)","-"
"4551","C12-15 Alketh-6 Phosphate","-","-"
"4552","C12-15 Alketh-7","106232-83-1 (generic)/68131-39-5 (generic)","-"
"4553","C12-15 Alketh-7 Carboxylic Acid","88497-58-9 (generic)","-"
"4554","C12-15 Alketh-8 Carboxylic Acid","-","-"
"4555","C12-15 Alketh-8 Phosphate","-","-"
"4556","C12-15 Alketh-9","106232-83-1 (generic)/68131-39-5 (generic)","-"
"4557","C12-15 Alketh-9 Hydrogenated Tallowate","-","-"
"4558","C12-15 Alketh-9 Phosphate","-","-"
"4559","C12-15 Alkyl Benzoate","68411-27-8","270-112-4"
"4560","C12-15 Alkyl Ethylhexanoate","90411-66-8","291-443-0"
"4561","C12-15 Alkyl Lactate","93925-36-1","300-338-1"
"4562","C12-15 Alkyl Salicylate","222722-22-7","-"
"4563","C12-15 Isoparaffin","1437281-03-2","-"
"4564","C12-15 Pareth-10","68131-39-5","-"
"4565","C12-15 Pareth-10 Phosphate","68071-35-2","-"
"4566","C12-15 Pareth-11","68131-39-5","-"
"4567","C12-15 Pareth-12","68131-39-5","-"
"4568","C12-15 Pareth-12 Carboxylic Acid","-","-"
"4569","C12-15 Pareth-12 Oleate","67784-96-7","-"
"4570","C12-15 Pareth-2","68131-39-5","500-195-7"
"4571","C12-15 Pareth-2 Phosphate","68071-35-2","500-185-2"
"4572","C12-15 Pareth-3","68131-39-5","-"
"4573","C12-15 Pareth-3 Benzoate","-","-"
"4574","C12-15 Pareth-3 Phosphate","-","-"
"4575","C12-15 Pareth-4","68131-39-5","-"
"4576","C12-15 Pareth-5","68131-39-5","-"
"4577","C12-15 Pareth-6 Phosphate","-","-"
"4578","C12-15 Pareth-7","68131-39-5","-"
"4579","C12-15 Pareth-7 Carboxylic Acid","88497-58-9","-"
"4580","C12-15 Pareth-8 Carboxylic Acid","88497-58-9","-"
"4581","C12-15 Pareth-8 Phosphate","68071-35-2","-"
"4582","C12-15 Pareth-9","68131-39-5","-"
"4583","C12-15 Pareth-9 Hydrogenated Tallowate","246538-68-1","-"
"4584","C12-15 Pareth-9 Phosphate","-","-"
"4585","C12-16 Alcohols","68855-56-1","272-490-6"
"4586","C12-16 Alketh-5","8551-12-2 (generic)","-"
"4587","C12-16 Alketh-6 Phosphate","-","-"
"4588","C12-16 Alketh-7","68551-12-2 (generic)","-"
"4589","C12-16 Alketh-9","68551-12-2 (generic)","-"
"4590","C12-16 Alkoxy Hydroxypropyl Ethyl Hydroxyethylcellulose","-","-"
"4591","C12-16 Alkyl PEG-2 Hydroxypropyl Hydroxyethyl Ethylcellulose","-","-"
"4592","C12-16 Alkyl PEG-7 Methacrylate/Perfluorohexylethyl Methacrylate Copolymer","-","-"
"4593","C12-16 Pareth-5","68551-12-2","-"
"4594","C12-16 Pareth-6 Phosphate","246159-55-7","-"
"4595","C12-16 Pareth-7","68551-12-2","-"
"4596","C12-16 Pareth-9","68551-12-2","-"
"4597","C12-17 Alkane","-","-"
"4598","C12-17 Alkyl Ketene Dimer","-","-"
"4599","C12-18 Acid Triglyceride","67701-26-2","266-944-2"
"4600","C12-18 Alkyl Glucoside","-","-"
"4601","C12-18 Fatty Acids Methyl Esters","68937-84-8","273-095-1/629-780-6"
"4602","C12-20 Acid PEG-8 Ester","68908-68-9","-"
"4603","C12-20 Alkyl Glucoside","-","-"
"4604","C12-20 Isoalkane","64742-46-7","265-148-2"
"4605","C12-20 Isoparaffin","222400-21-7","-"
"4606","C12-22 Alkyl Acrylate/Hydroxyethylacrylate Copolymer","-","-"
"4607","C12-22 Alkyl Methacrylate","-","-"
"4608","C13-14 Alkane","64742-47-8","934-954-2"
"4609","C13-14 Isoalkane","64742-47-8/246538-79-4","-"
"4610","C13-14 Isoparaffin","246538-79-4","-"
"4611","C13-15 Alkane","64742-46-7","934-954-2"
"4612","C13-15 Alketh-21","64425-86-1 (generic)","-"
"4613","C13-15 Pareth-21","-","931-662-7"
"4614","C13-16 Isoalkane","64742-47-8/68551-20-2","-/271-370-0"
"4615","C13-16 Isoparaffin","68551-20-2","271-370-0"
"4616","C14 Ketones","68458-86-6","270-614-3"
"4617","C14-15 Alcohols","75782-87-5","-"
"4618","C14-15 Alketh-11","68951-67-7 (generic)","-"
"4619","C14-15 Alketh-12","68951-67-7 (generic)","-"
"4620","C14-15 Alketh-13","68951-67-7 (generic)","-"
"4621","C14-15 Alketh-4","68951-67-7 (generic)","-"
"4622","C14-15 Alketh-7","68951-67-7 (generic)","-"
"4623","C14-15 Alketh-8","68951-67-7 (generic)","-"
"4624","C14-15 Alketh-8 Carboxylic Acid","-","-"
"4625","C14-15 Dialkyl Carbonate","-","-"
"4626","C14-15 Pareth-11","68951-67-7","-"
"4627","C14-15 Pareth-12","68951-67-7","-"
"4628","C14-15 Pareth-13","68951-67-7","-"
"4629","C14-15 Pareth-4","68951-67-7","-"
"4630","C14-15 Pareth-7","68951-67-7","-"
"4631","C14-15 Pareth-8","68951-67-7","-"
"4632","C14-15 Pareth-8 Carboxylic Acid","119147-75-0","-"
"4633","C14-16 Glycol Palmitate","246159-40-0","-"
"4634","C14-16 Isoalkane","1174918-46-7","940-728-4"
"4635","C14-16 Isoparaffin","1174918-46-7","940-728-4"
"4636","C14-17 Alkane","64741-76-0","265-077-7"
"4637","C14-18 Acid Glycol Ester","-","-"
"4638","C14-18 Alkyl Ethylhexanoate","-","-"
"4639","C14-18 Glycol","223239-96-1","-"
"4640","C14-19 Alkane","64741-76-0","265-077-7"
"4641","C14-20 Alkane","-","-"
"4642","C14-20 Isoalkylamidopropylethyldimonium Ethosulfate","-","-"
"4643","C14-22 Alcohols","-","-"
"4644","C14-22 Alkane","-","-"
"4645","C14-28 Alkyl Acid","-","-"
"4646","C14-28 Isoalkyl Acid","-","-"
"4647","C14-30 Alkyl Beeswax","-","-"
"4649","C15-18 Glycol","70750-40-2","274-844-5"
"4650","C15-19 Alkane","64742-46-7;","934-956-3"
"4651","C15-19 Isoalkane","1437281-01-0","940-730-5"
"4652","C15-19 Isoparaffin","1437281-01-0","940-730-5"
"4653","C15-23 Alkane","-","-"
"4654","C15-35 Isoparaffin/Isoalkylcycloalkanes","-","-"
"4655","C16-17 Alkyl Benzoate","-","-"
"4656","C16-17 Isoalcohols","93762-74-4 / 97592-76-2","297-790-4 / 307-272-2/931-320-7"
"4657","C16-18 Hydroxyalkyl Hydroxydimerdilinoleyl Ether","-","-"
"4658","C16-22 Acid Amide MEA","-","-"
"4659","C16-23 Alkane","64742-55-8","265-158-7"
"4660","C16-24 Alkyl C16-24 Acidate","-","-"
"4661","C16-26 Hydroxyalkanoyl Sphingadienes","-","-"
"4662","C16-36 Alkyl Stearate","223239-95-0","-"
"4663","C17-26 Isoalkane","2122228-95-7","-"
"4667","C18-20 Glycol Isostearate","247169-05-7","-"
"4668","C18-21 Alkane","64742-46-7","932-078-5"
"4669","C18-22 Alkyl PEG-25 Methacrylate","-","-"
"4670","C18-22 Alkyl PEG-25 Methacrylate/Diethylaminoethyl Methacrylate Copolymer","-","-"
"4671","C18-22 Hydroxyalkyl Hydroxypropyl Guar","-","-"
"4672","C18-22 Isoalkylamidopropylethyldimonium Ethosulfate","-","-"
"4673","C18-24 Isoalkane","1437280-85-7","940-734-7"
"4674","C18-24 Isoparaffin","1437280-85-7","940-734-7 (L)"
"4675","C18-26 Olefin","-","-"
"4676","C18-28 Alkyl Acetate","222722-13-6","-"
"4677","C18-29 Alkane","64742-55-8","265-158-7 (I)"
"4678","C18-30 Acid Glycol Ester","-","-"
"4679","C18-30 Glycol","223239-97-2","-"
"4680","C18-36 Acid","135620-17-6","-"
"4681","C18-36 Acid Glycol Ester","94944-95-3","305-673-7"
"4682","C18-36 Acid Triglyceride","91052-08-3","293-165-5"
"4683","C18-38 Alkyl Beeswax","223706-17-0","-"
"4684","C18-38 Alkyl C24-54 Acid Ester","223706-22-7","-"
"4685","C18-38 Alkyl Hydroxystearoyl Stearate","222722-18-1","-"
"4686","C18-50 Isoalkane","-","-"
"4687","C18-50 Isoparaffin","-","-"
"4688","C18-70 Isoalkane","246538-80-7","-"
"4689","C18-70 Isoparaffin","246538-80-7","-"
"4690","C20 Olefin","3452-07-1","222-374-6"
"4691","C20-22 Alcohols","90604-34-5","292-327-2"
"4692","C20-22 Alketh-30","-","-"
"4693","C20-22 Alkyl Glucoside","-","-"
"4694","C20-22 Alkyl Phosphate","-","-"
"4695","C20-22 Pareth-30","-","-"
